,URL,Conteúdo
0,https://www.estadao.com.br/paladar/blog-da-belle/pirulito-de-vinho-existe-coisa-de-americano-mas-entrega-no-brasil/,"Não, você não leu errado, é isso mesmo. A Lollyphile, uma empresa de pirulitos dos EUA fez guloseimas sabor Merlot, Cabernet Sauvignon e Chardonnay, voltadas para o público adulto apaixonado por vinho. Segundo a empresa baseada no Texas, os pirulitos não levam vinho em sua receita.Não é a primeira vez que a empresa cria sabores inspirados em bebidas: já tem as versões absinto e piña colada.Os interessados podem comprar online; a empresa envia itens para o Brasil. Informações noLollyphile.com.O pirulito de Merlot da Lollyphile, marca especializada em sabores inusitados. FOTO: Lollyphile/DivulgaçãoFoto:  Estadão"
1,https://www.estadao.com.br/paladar/blog-da-belle/romanee-conti-com-oferta-inicial-de-r-21-mil-e-destaque-de-leilao/,"O canal deleilões online de vinhos Winebidpromove até as 20h da terça-feira (27) um pregão de 253 lotes de vinhos icônicos. Entre os rótulos estão Domaine de La Romanée Conti Lá Tache, Stags' Leap, Château Mouton Rothschild e Almaviva. A curadoria e avaliação dos vinhos é do consultorDéco Rossi.Trabalhadores no vinhedo de Romanee-St.-Vivant vineyard, parte do Domaine de la Romaneé-Conti em Vosne-Romanee. FOTO: Theophile Trossat/NYTFoto:  EstadãoA garrafa de Domaine De La Romanée Conti La Tache Manopole tem oferta inicial de R$ 21 mil. Há um lote de Chateau Mouton Rothschild 1998 que pode ser arrematado inicialmente entre R$ 4,4 mil e R$ 6,5 mil; há também quatro lotes de Chateau Leoville Las Cases (1990/2010), com valores iniciais entre R$ 1,9 mil e R$ 6,4 mil; sete lotes de Stags' Leap (2006/2008/2009/2010), com preços iniciais de R$ 256 a R$ 2,9 mil; dezesseis lotes de Almaviva (2011/2013), com lances iniciais entre R$ 450 e R$ 2,8 mil, e doze lotes de Alion (2012), com ofertas iniciais entre R$ 280 e R$ 1,8 mil.""Os pregões trazem vinhos especiais, tanto de safras antigas como atuais e para todos os gostos, por isso a necessidade de análise e garantia para o comprador ter a absoluta certeza que está investindo em algo de qualidade"", afirma Déco.newsletterPaladarAs melhores críticas gastronômicas, receitas e dicas de bares e restaurantes, às sextas-feiras.inscreverAo se cadastrar nas newsletters, você concorda com osTermos de UsoePolítica de Privacidade.É possível realizar lances pessoalmente na sede da companhia, em São Paulo, localizada na Avenida Engenheiro Luís Carlos Berrini, 105, Edifício Berrini One - 4° Andar.Continua após a publicidadeSERVIÇO:Leilão Winebid - Rótulos refinados Data e horário: até 27/06, às 20h Telefone: (11) 4950-9400"
2,https://www.estadao.com.br/paladar/blog-da-belle/produtores-de-vinho-e-de-cannabis-testam-colaboracao-na-california/,"Sempre me causa espanto quando ouço de produtores ou importadores de vinho que a cerveja é um concorrente, um rival que impede o crescimento do vinho no Brasil. Na Califórnia, um estado produtor de vinhos que conta com muitas pequenas (e grandes) cervejarias artesanais, um terceiro elemento foi levado para a análise: a maconha. Em agosto deste ano, o estado realizará o simpósioWine & Weed, em que produtores de vinho e de cannabis (termo que eles preferem) discutirão temas e oportunidades comuns trazidos pela legalização da maconha ao mundo do vinho.Fazenda de cannabis em Humboldt County, California, EUA. FOTO: Rory Carroll/ReutersFoto:  EstadãoO colunista de vinhos doNew York Times, Eric Asimov, escreveu há duas semanas sobre o tema e sobre como, nos estados em que a maconha foi legalizada seja medicinalmente ou recreativamente (Califórnia, Washington e Colorado), o único mercado a perder consumidores foi o das grandes indústrias de cerveja. Segundo ele, o consumidor de vinhos finos, cervejas artesanais e cannabis ""premium"" -- assim como o vinho, há diferentes cepas, modos de produção e o resultado é de maior ou menor qualidade a depender do cuidado do produtor -- compartilham importantes características: um certo sentimento de apreciação e vontade de conhecer mais sobre origem, geografia, história e paladar.""Muitos começam a explorar o vinho, a cerveja e os destilados a partir de uma curiosidade pelo álcool e, para alguns, a razão de se beber é principalmente o efeito químico. Para outros, há outras considerações ao explorar cerveja, destilados e vinho. Como é o cheiro e o gosto? Como combina com comida? Qual é a uva? De onde vem? Quem fez este vinho e qual sua história? Como expressa uma cultura? (...) A maconha inspira uma conversa diferente"", escreve Asimov.O simpósio Wine & Weed pretende discutir similaridades entre os dois universos: ""as duas indústrias são baseadas em áreas rurais com grande ênfase na agricultura e na qualidade. A origem é um importante diferencial nas duas categorias"", diz o site do evento, que afirma ainda que tanto maconha quanto vinho ""compartilham um consumidor comum e que (nos Estados Unidos) serão regulados pela mesma agência de governo"".Por fim, o site informa que a indústria da cannabis está estudando o modelo adotado pela do vinho no que diz respeito a marketing, hospitalidade e outros programas voltados ao consumidor.Continua após a publicidadeA Espanha foi o primeiro país que criou um vinho a partir de maconha e o lançou comercialmente, o CannaWine. Asimov, do NYT, lembra em sua reportagem que muitos produtores de vinho da Califórnia e da França também produzem maconha e produzem vinhos com ela. Ele diz, que não experimentou oCannaWine, mas já provou outros feitos em caráter experimental. Sua conclusão é que eles dão um ""barato suave"" e que se destacam por seu caráter... herbal."
3,https://www.estadao.com.br/paladar/blog-da-belle/incendio-atinge-100-mil-hectares-na-california-deixa-mortos-e-destroi-vinicolas/,"Um incêndio de proporções gigantescas atingiu mais de 100 mil hectares na região vitivinícola da Califórnia, nos Estados Unidos. Os bombeiros continuam tentando controlar o fogo que já deixou pelo menos 17 vítimas fatais e mais de 200 desaparecidos, de acordo com fontes oficiais ouvidas peloWashington Post. Mais de 180 delas estão no condado de Sonoma.Leia tambémVinícolas urbanas crescem no topo dos prédios em Nova YorkChamas nos vinhedos de Napa na segunda (9), uma das regiões mais atingidas pelo incêndio que já matou 15 na Califórnia. FOTO: Rich Pedroncelli/APFoto:  EstadãoPara muitos produtores da região de Napa Valley, o desastre foi maior e pior que o grande incêndio de 1989, causado por um terremoto, e que o de 2004. As vinícolas Signorello Estate, em Napa, Paradise Ridge, em Santa Rosa, e Frey Vineyards, em Mendocino, foram totalmente destruídas, informou aWine Spectator, além de 13 integrantes da associação Napa Valley Vintners. Nos vinhedos, a maior perda foi de Cabernet Sauvignon.newsletterPaladarAs melhores críticas gastronômicas, receitas e dicas de bares e restaurantes, às sextas-feiras.inscreverAo se cadastrar nas newsletters, você concorda com osTermos de UsoePolítica de Privacidade.Continua após a publicidadeFoto:  EstadãoGarrafas queimadas na vinícolas Signarello Estate em Napa, California. FOTO: Justin Sullivan/Getty Images/AFPFoto:  EstadãoO fogo começou no domingo (8) à noite devido a altíssimas temperaturas, tempo extremamente seco e ventos fortes que atingiram 110 quilômetros por hora em algumas áreas. Nesta terça-feira (10), 11 condados já registravam estragos pelo fogo, de acordo com o Departamento de Bombeiros da Califórnia. As mortes foram registradas em Sonoma (sete), Napa (duas), Mendocino (uma) e Yuba (uma)."
4,https://www.estadao.com.br/paladar/blog-da-belle/bares-criam-festival-do-vinho-e-vendem-rotulos-a-preco-de-importadora-durante-dez-dias/,"A partir desta quinta-feira (3) até o dia 13, sete bares de São Paulo focados em vinho venderão rótulos a preço de importadora, seja em garrafa ou taça. A lista inclui Canaille Bar, Diónysos, Jamón, Jamón, Ovo e Uva, Rubi Wine Bar, Sancho Bar y Tapas e Vinum Est.Foto:A carta inclui rótulos da Argentina, Chile, Espanha, França, Itália e Portugal, e cada bar escolheu o que servir conforme sua identidade. No Jamón, Jamón, especializado em gastronomia espanhola, serão servidos os tintos Legado Muñoz Garnacha (R$ 57/garrafa; R$ 15/taça) e Artero Tempranillo (R$ 62,90/garrafa; R$ 16/taça), ambos do produtor Bodegas Muñoz, de Toledo, na Espanha.No Ovo e Uva, a lista inclui os tintos Amalaya Malbec (R$ 82,10/garrafa; R$ 21/taça), do argentino Luigi Bosca, e Villa Cardeto Sangiovese, da italiana Cardeto (R$ 66,40/garrafa; R$ 17/taça), o branco Estate Chardonnay, do Chile (R$ 66,60/garrafa; R$ 17/taça), e o rosé argentino Las Moras Syrah Rosé (R$ 48,90/garrafa; R$ 13/taça).No Sancho Bar y Tapas são oito opções de tintos, com taças que vão de R$ 15 (Legado Muñoz Garnacha) a R$ 30 (o português Marquês de Montemor by Dorina Lindemann, o mais caro da lista, cuja garrafa sai por R$ 116,40).newsletterPaladarAs melhores críticas gastronômicas, receitas e dicas de bares e restaurantes, às sextas-feiras.inscreverAo se cadastrar nas newsletters, você concorda com osTermos de UsoePolítica de Privacidade.Vinum Est e Rubi Wine Bar oferecerão tintos. No primeiro, o chileno Terranoble Caménère sai por R$ 50,40/garrafa e R$ 13/taça, por exemplo. E no Rubi são duas opções: La Linda Malbec (R$ 63,70/garrafa; R$ 16/taça) e Artero Tempranillo (R$ 62,90/garrafa; R$ 16/taça).Continua após a publicidadeO Diónysos, em Pinheiros, oferecerá 11 garrafas a preço de importadora, com oito opções de tinto, duas de branco e uma de rosé, o francês Claude Val Rosé (R$ 65,50/garrafa; R$ 17/taça). E o Canaille tem sete opções, como o tinto francês Arrogant Frog Tutti Frutti (R$ 75,30/garrafa; R$ 19/taça) e o branco La Gascogne D'Alain Brumont Gros Manseng/Sauvignon Blanc (R$ 89,60/garrafa; R$ 23/taça).Dá para conferir o que cada bar irá oferecer, seus endereços e horários de funcionamento no site doFestival Vinho no Boteco."
5,https://www.estadao.com.br/paladar/blog-da-belle/pequeno-glossario-do-vinho-2-vinho-vinicola-vinhedo-e-outras-palavras-com-v/,"Para o segundo post da série que pretende explicar de forma direta termos do mundo do vinho, foram selecionadas palavras com v.No primeiro, o tema foram algumas funções deste universo, como enólogo, enófilo e sommmelier.Se você, caro leitor, tiver mais sugestões de termos, por favor use a caixa de comentários.*? Vinho.De acordo com o Instituto Brasileiro do Vinho (Ibravin),  é a bebida obtida pela fermentação alcoo?lica do mosto da uva sã, fresca e madura, e que resulta em uma bebida com graduação alcoo?lica de 8,6% a 14% em volume. Então, esqueça vinho de maçã, de pêra, de frutas vermelhas, que vinho é feito de uva. Mas que uva? Mais, abaixo:? Vinho fino.Os vinhos finos são feitos de vitis viníferas, espécie da videira natural da Europa. Cabernet Sauvignon, Chardonnay, Sauvignon Blanc, tudo isso é uva europeia.newsletterPaladarAs melhores críticas gastronômicas, receitas e dicas de bares e restaurantes, às sextas-feiras.inscreverAo se cadastrar nas newsletters, você concorda com osTermos de UsoePolítica de Privacidade.Trabalhadores vindimam em Champagne, França.Foto:  Benoit Tessier/ReutersContinua após a publicidade? Vinhos de mesa.São feitos com outra espécie de uvas, as americanas ou vitis labrusca; ou ainda com variedades híbridas. São os vinhos conhecidos como colonial, com gosto e cheiro de uva, e que geralmente são envazados em garrafões.? Vinícola.O lugar onde se faz o vinho. O nome designa tanto a empresa produtora de vinhos bem como o lugar dentro da propriedade onde ele é feito. Não necessariamente a vinícola é também produtora de uvas. Em alguns casos, ela pode comprar uvas de outros produtores.? Vinhedo.Terreno coberto de vinhas. Podem estar ou não dentro das vinícolas e têm tamanhos diversos. Geralmente são organizados com fileiras de vinhas.? Videira.Planta que dá as uvas, também chamada de vinha.? Vindima.Colheita das uvas. Também é usado para referir-se às uvas colhidas (ex: boa vindima, grande vindima).? Vinificação.Produção de vinho.? Viticultura.É a atividade de cultivar as vinhas.Continua após a publicidade? Vitivinicultura.O termo refere-se à produção de uvas e do vinho.LEIA MAIS:+Pequeno glossário do vinho #1 - Não confunda mais enólogo, enófilo e outros termos"
6,https://www.estadao.com.br/paladar/blog-da-belle/vinho-natural-apreendido-no-rs-sera-analisado/,"Dez amostras de vinhos e espumantes naturaisapreendidos nesta quarta-feira (7) na garagem de Eduardo Zeker, em Garibaldi (RS)foram encaminhadas ao Laboratório de Referência Enológica do Estado do Rio Grande do Sul para análises químicas. A análise deve responder se esses produtos atendem aos padrões de qualidade e identidade dos vinhos e espumantes estabelecidos na legislação.Pinot Noir é uma das uvas usadas na produção de Zenker. FOTO: Benoit Tessier/ReutersFoto:  EstadãoA clandestinidade foi o maior problema do produtor gaúcho de vinhos naturais que teve sua vinícolaArte da Vinhafechada nesta semana, segundo explicou nesta sexta (9) a Secretaria da Agricultura do Rio Grande do Sul. Dentro das condições em que operava, fazer vinho na garagem de casa com uvas compradas de amigos, Zenker poderia apenas produzir para consumo próprio. Para comercializá-los, precisaria de um registro no Ministério da Agricultura. Zenker teve toda a sua produção apreendida em uma operação conjunta da secretaria e da Polícia Civil, motivada por diversas denúncias de pessoas do setor, confirmou a secretaria ao blog. ""Eu reconheço o esforço deles [vinícolas formais], de ter empresa, gerar renda e trabalho. O meu sonho é chegar lá, fomentar a economia local, a comunidade, mas hoje é muito difícil pra mim. Eu estou começando pelas beiradas como um pigmeu"", afirmou o produtor na quinta (8).Por meio de nota, o Ibravin se manifestou sobre o assunto para afirmar que tem uma série de ações para auxiliar a formalização dos micro e pequenos produtores. Segundo o instituto, o Simples nacional para as vinícolas e para a regulamentação do vinho colonial podem ser um caminho para produtores de pequenos volumes. ""O Ibravin está de portas abertas e à disposição para auxiliar todos que tenham interesse em se formalizar e atuar de forma colaborativa"", afirma a nota.A operação envolveu cinco fiscais estaduais, o delegado e um inspetor da delegacia de policia civil de Garibaldi. A presença da polícia era necessária, uma vez que tratava-se da residência de Zenker.Segundo a secretaria, foram apreendidos em torno de 14 mil litros, entre vinhos e espumantes e matéria prima para produção destes produtos, os quais ficaram na guarda do produtor, como ""fiel depositário"".Continua após a publicidadeEm entrevista ao blog, Eduardo Zenker se disse ""chocado"" por ter os vinhos ""bloqueados"".Segundo a secretaria, Zenker se qualifica como produtor rural e foi orientado a enquadrar sua produção como vinho produzido por agricultor familiar ou empreendedor familiar rural por fazer ""bebida de acordo com as características culturais, históricas e sociais da vitivinicultura"". Isso o livra de ter que abrir empresa e usar apenas o registro de pessoa física (CPF), como é previsto na Lei n° 12.959/2014. Desta maneira, a produção não deve ultrapassar 20 mil litros, mas deve usar 70% das uvas provenientes de produção própria (o que para ele seria um problema, uma vez que vem comprando uvas de amigos).Neste caso ainda, a comercialização deve ser realizada no próprio estabelecimento ou em feiras específicas. O Estado do Rio Grande do Sul concede benefícios fiscais quando o produtor usa 100% de uvas próprias."
7,https://www.estadao.com.br/paladar/blog-da-belle/testes-levam-vinhos-ao-fundo-do-mar-para-melhorar-maturacao/,"Há quem diga que o que o ambiente marinho cria condições perfeitas para o envelhecimento do vinho. A pressão, a escuridão e as correntes marinhas seriam ideais para melhorar a bebida na garrafa. A ideia surgiu com a descoberta de tesouros de naufrágios, como garrafas de Champagne de quase um século de idade que estavam praticamente intactas.A Miolo já mandou dois lotes de seu Miolo Cuvée Tradition Brut para o fundo do mar da Bretanha, na França por um ano. Coisa de maluco? A empresa francesa Amphoris é a responsável.Confira mais sobre o assunto no vídeo.Vinhas do marOs vinhos são considerados por muitos verdadeiros tesouros. E uma nova técnica se baseia em tesouros de naufrágios para melhorar a qualidade da bebida. No experimento, garrafas são colocadas no fundo do mar para ajudar no envelhecimento do vinho.newsletterPaladarAs melhores críticas gastronômicas, receitas e dicas de bares e restaurantes, às sextas-feiras.inscreverAo se cadastrar nas newsletters, você concorda com osTermos de UsoePolítica de Privacidade.Foto:  Estadão"
8,https://www.estadao.com.br/paladar/blog-da-belle/nova-loja-online-de-vinhos-promete-descontos-permanentes-de-ate-80/,"AWine.com.brlança uma loja de descontos permanentes nesta sexta-feira (24), aVinho Fácil. A ideia é baixar o preço dos rótulos em até 80%. Em sua primeira fase, por exemplo, são ofertados o francês Cazes Cap Au Sud A.O.P. Côtes du Roussillon Syrah Mourvèdre 2014 de R$ 159 por R$ 31,80; o sul-africano Drostdy-Hof W.O. Western Cape Shiraz Merlot 2016 de R$ 98 por R$ 19,60 e o Doña Paula Estate Valle de Uco Riesling 2015 de R$ 139 por R$ 27,80.Foto:  JF Diório/EstadãoPara conseguir os descontos, a empresa informa que negocia diretamente com os produtores. Isso é possível por conta da escala de compras daWine.com.br, hoje uma das maiores importadoras do País. O novo site também adotará o sistema de ""flash sales"", promoções com tempo limitado, já utilizado com sucesso por outros e-commerce de vinhos como oEvino.""Não teremos necessariamente um portfólio fixo ou grandes quantidades em estoque, justamente para oferecer preços diferenciados aos clientes"" afirma o CEO, Rogério Salume.A Vinho Fácil já está disponível para acesso dos clientes nowww.vinhofacil.com.br. A entrega é realizada em todo território nacional."
9,https://www.estadao.com.br/paladar/blog-da-belle/12-dicas-de-presentes-do-universo-do-vinho-para-o-dia-das-maes/,"Se a sua mãe é fã de vinhos, seguem aqui sugestões de presentes que podem trazer regojizo a seu coração neste domingo (14), Dia das Mães. Veja a lista:LIVROS1. Cork Dork, Bianca Bosker (em inglês)352 páginas, Penguin Books(R$ 38,79, kindle naAmazon)Foto:  ReproduçãonewsletterPaladarAs melhores críticas gastronômicas, receitas e dicas de bares e restaurantes, às sextas-feiras.inscreverAo se cadastrar nas newsletters, você concorda com osTermos de UsoePolítica de Privacidade.Neste livro, conhecemos a saga da jornalista Bianca Bosker para virar uma sommelière digna de concursos internacionais desde que abriu mão do perfume, do sal e do café para aguçar olfato e paladar. Um texto delicioso e informativo que versa sobre peculiaridades do mundo do vinho (e da alta enogastronomia de Nova York). Jornalismo Gonzo invade a adega.Continua após a publicidade2. Vinhos, Andrew Jefford176 páginas, Publifolha(R$ 51,90 naSaraiva)Foto:  ReproduçãoUma bela introdução ao mundo do vinho escrita por Andrew Jefford, colunista da revista inglesaDecanter, que estruturou 20 programas para desvendar a bebida. Jefford escrever sobre as técnicas de degustação até a produção, orienta sobre os tipos de taças adequados e como armazenar as garrafas. Explora as principais castas, particularidades de cultivo e a interferência do clima e da geografia na qualidade das uvas.CURSOSContinua após a publicidade3. Curso básico ABSAABS-SPiniciará uma nova turma do curso básico no dia 29/5. São dez aulas, 24 horas de curso no total, por R$ 1,6 mil (em até 12 vezes). No programa, princípios de degustação de vinhos; aspectos históricos e importância social; uvas viníferas; da parreira à garrafa; o serviço do vinho; relação preço-qualidade; fatores na decisão de compra de um vinho; e noções de compatibilização eno-gastronomia.Foto:  JF Diório/Estadão4. Vale-presente na escola Ciclo das VinhasA escolaCiclo das Vinhas, da sommelière Alexandra Corvo, tem quatro opções de cursos rápidos ainda neste mês. É possível comprar vale-presente também para gastar na escola ou em sua livraria. Veja a programação:15 /05 - Workshop Celebre sua Mãe:Espumantes do Mundo, das 19h às 22h - degustação, R$ 21920/05 -Oficina Vinhos da Toscana, das 15h às 17h - degustação e harmonização, R$ 199Continua após a publicidade25/05 -Vinho e Chocolate, das 19h às 22h - degustação e harmonização, R$ 239,0027/05 -Oficina Vinhos da Provence, das 15h às 17h - degustação e harmonização, R$ 199,00Sala pronta para degustação na escola Ciclo das Vinhas. (Foto:  Ciclo das Vinhas/Divulgação)5. Curso EnoculturaPara as mães que querem mergulhar de maneira mais intensa no assunto, a recomendação é oWSET 1, que no Brasil é ministrado pelaEnocultura. O curso será ministrado no dia 26 de junho, das 9 às 17h, e custa R$ 1.080. O curso daWine and Spirits Education Trust, uma organização inglesa, é um dos mais renomados internacionalmente. No primeiro módulo, aborda a diferença entre os vinhos tranquilos, espumantes e fortificados; explica uma técnica de degustação; como servir vinhos e harmonizar. Durante o curso serão degustados mais de 10 vinhos, no final haverá um exame com 30 questões de múltipla escolha.Continua após a publicidadeTAÇAS6. Jogo de seis taças Bordeaux StraussPara muitos, é o modelo mais versátil de taça e o único necessário para quem quer ser frugal no armário de acessórios. R$ 389,90 noEspaço Santa HelenaFoto:  Espaço Santa Helena/Divulgação7. Copos RiedelEste gera polêmica: há quem ache que a falta de haste é um grande pecado, pois não se deve tocar na área do vinho jamais. Em muitos restaurantes descolados, no entanto, faz sucesso. R$ 179 naSpicyFoto:  Riedel/DivulgaçãoContinua após a publicidade8. Seis taças para vinho branco Schott ZwieselExtremamente elegantes, são um presente ideal para a mãe apaixonada por vinho branco. R$ 413,30 naDouralFoto:  Doural/DivulgaçãoRÓTULOS9. EspumanteCava Pere Ventura Tresor Reserve BrutPenedes, Espanha (R$ 81 naWorld Wine)Feito com as castas típicas do Cava (Xare-lo, Parellada e Macabeo), este cava fica entre 24 e 30 meses em contato com as leveduras. É uma bebida fresca, com aromas de frutas de caroço (pêssego) e flores, excelente para iniciar uma refeição ou acompanhar uma mesa de tapas.Continua após a publicidadeFoto:  Cava Pere/Divulgação10. Vinho de sobremesaBurmester LBV Porto 2011Vila Nova de Gaia, Portugal (R$ 94 naWine.com.br)O Porto Late Bottled Vintage, popularmente conhecido pela sigla LBV, é um Porto de um ano só, engarrafado depois de estagiar entre quatro e seis anos. É muito encorpado e rico na boca e deve ser consumido em até cinco dias, depois que a garrafa foi aberta, explicam os especialistas. Saiba mais sobre eleaqui. Este aqui, oferece um ótimo custo-benefício, com preço dos Rubys e Tawnys mais básicos, oferece um estilo diferente.Foto:  Vila Nova Gaia/Divulgação11. Branco de outonoDuque de Viseu BrancoDão, Portugal (R$ 99 naZahil)Este corte de Encruzado, Bical e Verdelho que passa por 4 meses em barrica, é uma ótima porta de entrada para os brancos do Dão, uma região mais conhecida pelos tintos, mas onde a casta Encruzado brilha.Foto:  Duque de Viseu/Divulgação12. Tinto leveBricchetta Monferrato DOC Rosso 2014Piemonte, Itália (R$ 120 naViaVini)Pronto para ser consumido (quem sabe até no almoço do Dia das Mães?), este tinto leve feito com apenas a uva Barbera tem uma acidez viva e um toque oxidado que lhe confere um charme incomum às notas de fruta negra. Dá um show com uma massa de molho de tomates.Foto:  La Bollina/Divulgação"
